gene_family_id	R5-3	M.roreri	B.botryosum	R0301	P.striiformis	P.oryzae	U.maydis	R10-1	R.solani	P.placenta	R1-6-1	R1-8-2
GF_470	2	3	2	2	0	2	0	2	3	2	3	2
GF_471	2	0	4	2	0	0	1	3	2	0	5	4
GF_472	2	4	3	2	0	1	1	2	2	2	2	2
GF_473	3	0	2	3	1	0	1	3	3	1	3	3
GF_474	3	1	2	3	2	1	1	3	1	0	3	3
GF_475	2	3	3	2	1	0	1	2	4	1	2	2
GF_476	1	1	5	1	1	5	2	1	3	1	1	1
GF_477	1	3	10	1	0	0	0	1	2	3	1	1
GF_478	1	0	0	1	3	0	1	1	14	0	1	1
GF_479	2	2	1	2	1	1	0	2	5	2	3	2
GF_480	0	0	0	0	0	0	0	0	23	0	0	0
GF_481	1	2	10	2	0	0	0	1	3	1	1	2
GF_482	2	4	3	2	0	0	1	2	0	3	2	4
GF_483	2	2	2	2	3	1	1	2	2	2	2	2
GF_484	3	2	2	3	0	1	1	3	2	1	3	2
GF_485	2	6	2	2	0	2	0	4	1	1	2	1
GF_486	3	2	2	3	0	1	2	3	1	0	3	3
GF_487	5	0	0	0	0	0	0	7	0	0	5	6
GF_488	3	1	1	3	1	2	1	3	1	1	3	3
GF_489	2	2	1	3	1	1	1	3	2	1	3	3
GF_490	3	0	1	4	2	0	0	6	1	0	3	3
GF_491	3	0	0	3	0	5	1	5	0	0	3	3
GF_492	2	2	2	3	1	1	1	3	2	1	2	3
GF_493	2	4	1	3	2	0	1	3	1	1	2	3
GF_494	4	1	1	4	0	0	0	4	1	1	3	4
GF_495	1	2	1	1	4	3	0	2	2	3	2	2
GF_496	1	0	3	7	0	0	0	4	0	1	4	3
GF_497	1	5	2	1	2	1	2	1	2	4	1	1
GF_498	2	3	2	1	2	2	2	2	2	2	2	1
GF_499	2	2	2	2	2	1	2	2	2	2	2	2
GF_500	2	2	2	1	2	2	2	2	3	2	1	2
GF_501	0	0	0	0	0	0	23	0	0	0	0	0
GF_502	2	2	2	2	2	1	2	2	2	2	2	2
GF_503	2	1	2	2	2	2	2	2	2	2	2	2
GF_504	2	2	2	2	2	2	2	2	1	2	2	2
GF_505	1	1	2	1	1	2	2	3	2	2	3	3
GF_506	2	5	0	2	2	0	1	2	1	3	2	2
GF_507	1	3	5	1	0	0	0	2	1	7	1	1
GF_508	1	5	3	1	0	1	1	1	1	5	1	2
GF_509	2	2	2	2	2	1	1	2	2	2	2	2
GF_510	2	2	0	3	2	1	1	2	1	2	4	2
GF_511	3	1	1	3	0	0	1	3	2	2	3	3
GF_512	3	1	1	1	1	1	2	3	1	2	3	3
GF_513	0	17	0	0	0	0	0	0	0	5	0	0
GF_514	1	1	5	1	0	10	0	1	0	1	1	1
GF_515	2	2	8	1	0	1	1	2	1	1	1	2
GF_516	1	12	2	1	0	0	0	2	0	0	2	2
GF_517	2	1	4	2	0	1	2	4	2	0	2	2
GF_518	0	6	6	0	10	0	0	0	0	0	0	0
GF_519	2	3	5	1	7	0	0	1	0	0	2	1
GF_520	2	2	2	2	1	2	1	2	3	1	2	2
GF_521	3	1	3	3	0	0	0	3	1	2	3	3
GF_522	1	2	5	1	2	2	1	2	1	3	1	1
GF_523	0	0	0	1	0	0	0	1	17	0	2	1
GF_524	2	0	0	3	0	0	0	2	11	0	2	2
GF_525	2	5	1	2	0	1	1	2	3	1	2	2
GF_526	4	0	0	2	0	0	0	4	0	0	8	4
GF_527	3	4	1	3	0	2	1	2	1	0	2	3
GF_528	2	5	1	1	0	1	1	2	2	4	1	2
GF_529	4	0	0	5	0	0	0	5	0	0	1	7
GF_530	3	1	1	3	0	0	2	3	1	2	3	3
GF_531	3	0	1	3	1	2	1	3	2	0	3	3
GF_532	4	0	0	7	0	0	0	3	0	0	6	2
GF_533	4	0	0	4	0	0	0	4	2	0	4	4
GF_534	3	1	1	3	1	1	1	3	2	1	2	3
GF_535	3	2	0	5	0	0	0	3	1	0	2	6
GF_536	3	0	0	4	0	0	0	4	0	0	4	7
GF_537	2	2	2	2	0	2	1	2	2	2	2	3
GF_538	0	22	0	0	0	0	0	0	0	0	0	0
GF_539	0	22	0	0	0	0	0	0	0	0	0	0
GF_540	1	2	2	2	3	6	0	1	1	2	1	1
GF_541	0	0	0	0	22	0	0	0	0	0	0	0
GF_542	0	0	0	0	22	0	0	0	0	0	0	0
GF_543	2	2	2	2	3	1	2	1	2	2	1	2
GF_544	1	2	2	1	6	2	2	1	2	1	1	1
GF_545	0	0	22	0	0	0	0	0	0	0	0	0
GF_546	0	0	0	0	22	0	0	0	0	0	0	0
GF_547	1	2	2	2	2	2	2	2	2	1	2	2
GF_548	1	2	2	2	1	2	2	1	3	2	3	1
GF_549	1	2	2	2	1	2	2	1	3	2	1	3
GF_550	1	12	0	1	0	5	0	0	0	2	0	0
GF_551	1	4	4	1	0	1	0	1	1	6	1	1
GF_552	2	0	1	2	0	0	0	1	9	3	2	1
GF_553	2	2	2	2	1	1	1	3	1	2	2	2
GF_554	2	2	2	2	1	1	1	2	1	3	2	2
GF_555	2	1	3	2	2	1	0	1	3	1	2	3
GF_556	2	1	2	3	0	1	0	2	2	2	3	3
GF_557	2	2	2	2	1	1	1	2	1	2	3	2
GF_558	2	2	1	2	3	1	1	2	2	1	2	2
GF_559	0	18	2	0	0	0	0	0	0	1	0	0
GF_560	2	1	3	1	1	1	1	2	1	1	4	3
GF_561	0	1	2	0	7	2	1	2	2	1	2	1
GF_562	2	2	2	2	1	2	2	2	1	2	1	2
GF_563	2	3	1	2	1	1	1	2	2	2	2	2
GF_564	3	3	0	4	0	1	0	3	2	0	2	3
GF_565	3	0	0	4	0	0	0	3	0	0	7	4
GF_566	2	2	1	2	1	2	2	2	2	1	2	2
GF_567	2	1	1	3	1	1	1	4	1	1	2	3
GF_568	3	1	1	2	1	1	1	3	1	1	3	3
GF_569	1	2	1	2	1	1	1	1	3	1	3	4
GF_570	3	1	2	1	0	0	0	5	0	1	2	6
GF_571	0	0	0	0	0	0	0	0	21	0	0	0
GF_572	2	5	0	2	0	0	1	3	3	0	2	3
GF_573	1	1	1	2	3	5	2	1	1	1	1	2
GF_574	1	2	2	1	2	1	2	1	4	2	1	2
GF_575	0	21	0	0	0	0	0	0	0	0	0	0
GF_576	0	19	1	0	0	1	0	0	0	0	0	0
GF_577	0	17	0	0	0	1	2	0	0	1	0	0
GF_578	2	2	2	2	2	1	1	2	2	1	2	2
GF_579	0	21	0	0	0	0	0	0	0	0	0	0
GF_580	2	2	1	2	3	1	1	2	2	1	2	2
GF_581	1	2	2	2	1	3	1	2	2	2	2	1
GF_582	1	1	2	1	2	1	1	4	1	1	4	2
GF_583	0	0	0	0	21	0	0	0	0	0	0	0
GF_584	1	1	2	2	3	1	2	2	2	2	2	1
GF_585	1	3	2	1	2	1	2	2	1	2	2	2
GF_586	2	1	2	2	2	2	2	2	2	2	1	1
GF_587	1	2	2	2	2	1	1	2	2	2	2	2
GF_588	1	2	2	1	2	2	2	2	2	2	2	1
GF_589	1	2	2	2	2	2	1	2	1	2	2	2
GF_590	1	2	2	1	2	2	2	2	2	2	1	2
GF_591	1	3	2	1	1	1	2	2	2	3	1	2
GF_592	1	1	1	1	0	2	2	2	2	6	1	1
GF_593	1	1	7	1	0	0	2	1	1	3	2	1
GF_594	2	1	2	2	0	2	1	2	2	2	2	2
GF_595	1	1	3	1	4	1	2	1	1	3	1	1
GF_596	2	2	0	2	0	2	1	2	2	3	2	2
GF_597	2	1	4	2	1	2	0	1	1	2	2	2
GF_598	1	4	2	2	0	1	2	1	1	3	1	2
GF_599	1	2	3	1	0	4	0	1	4	2	1	1
GF_600	2	1	2	2	0	2	1	2	2	2	2	2
GF_601	1	5	5	1	0	1	0	1	2	2	1	1
GF_602	2	2	2	2	0	2	0	2	2	2	2	2
GF_603	2	2	1	1	0	1	0	2	1	6	2	2
GF_604	1	3	5	2	0	0	0	3	1	3	1	1
GF_605	0	10	1	0	0	1	1	0	0	7	0	0
GF_606	0	0	5	0	12	0	0	0	0	3	0	0
GF_607	2	4	0	1	3	0	0	2	1	3	2	2
GF_608	0	1	19	0	0	0	0	0	0	0	0	0
GF_609	2	2	2	2	0	1	1	2	2	2	2	2
GF_610	1	4	3	2	0	3	1	1	1	1	1	2
GF_611	2	1	6	2	0	1	0	2	1	1	2	2
GF_612	3	1	2	3	0	2	1	2	2	0	2	2
GF_613	1	2	5	1	2	0	1	1	1	4	1	1
GF_614	2	1	5	2	0	0	0	2	3	1	2	2
GF_615	2	3	2	2	1	1	1	2	1	1	2	2
GF_616	2	1	4	2	0	1	0	3	0	1	3	3
GF_617	2	2	2	2	0	2	1	2	1	2	2	2
GF_618	2	2	3	2	0	2	1	3	1	2	1	1
GF_619	1	1	6	1	0	2	1	1	5	0	1	1
GF_620	2	1	3	2	2	1	1	2	1	1	2	2
GF_621	3	1	3	3	0	0	0	3	1	0	3	3
GF_622	2	1	0	3	0	0	0	1	11	0	0	2
GF_623	3	0	0	10	0	0	0	2	0	0	1	4
GF_624	6	0	0	1	0	0	0	4	0	0	3	6
GF_625	5	0	0	3	0	0	0	3	0	0	5	4
GF_626	2	1	0	3	1	3	1	2	2	0	2	3
GF_627	2	3	1	2	0	1	1	2	2	1	2	3
GF_628	3	2	0	6	0	0	0	2	0	0	4	3
GF_629	4	0	0	4	0	0	0	4	0	0	4	4
GF_630	2	0	0	2	0	0	0	4	4	0	3	5
GF_631	3	2	1	2	0	0	0	3	1	2	2	4
GF_632	2	3	1	2	1	0	1	2	2	1	2	3
GF_633	2	3	1	2	1	1	1	2	2	1	2	2
GF_634	1	0	1	2	0	0	0	3	1	1	3	8
GF_635	2	0	0	6	0	0	0	4	5	0	1	2
GF_636	1	5	2	1	2	1	2	1	2	1	1	1
GF_637	1	5	1	1	0	4	2	1	1	2	1	1
GF_638	1	9	1	1	1	0	2	1	1	1	1	1
GF_639	1	9	0	1	0	2	2	1	1	1	1	1
GF_640	2	2	1	2	0	2	2	2	2	1	2	2
GF_641	2	1	1	2	2	2	1	2	2	1	2	2
GF_642	1	2	0	1	4	3	1	1	2	3	1	1
GF_643	2	1	2	1	2	2	1	2	2	1	2	2
GF_644	1	2	2	1	3	2	2	1	1	2	2	1
GF_645	0	0	0	0	20	0	0	0	0	0	0	0
GF_646	1	2	2	1	3	1	1	2	2	2	2	1
GF_647	0	0	0	0	20	0	0	0	0	0	0	0
GF_648	0	0	0	0	20	0	0	0	0	0	0	0
GF_649	1	2	2	2	1	1	2	2	2	2	2	1
GF_650	2	1	2	3	1	0	1	2	3	1	1	3
GF_651	1	2	2	2	1	1	2	2	2	2	1	2
GF_652	2	1	2	2	1	2	1	2	1	1	2	3
GF_653	1	2	2	2	2	2	2	1	2	2	1	1
GF_654	1	2	2	1	2	1	2	2	1	2	2	2
GF_655	1	3	2	2	1	1	0	1	3	1	1	4
GF_656	1	2	2	1	2	2	2	1	1	2	2	2
GF_657	1	0	0	1	0	0	0	1	2	12	1	1
GF_658	2	3	1	1	0	1	0	3	2	2	2	2
GF_659	2	3	1	1	0	1	1	2	2	2	2	2
GF_660	0	0	0	0	0	0	0	0	0	19	0	0
GF_661	0	6	11	0	0	0	0	0	0	2	0	0
GF_662	3	3	0	1	0	0	0	3	0	4	4	1
GF_663	1	2	1	2	1	1	0	2	2	3	2	2
GF_664	1	2	3	1	1	0	1	1	1	6	1	1
GF_665	2	2	1	2	0	1	1	2	2	2	2	2
GF_666	2	0	1	2	1	0	2	2	2	3	2	2
GF_667	0	5	1	0	0	2	0	0	0	11	0	0
GF_668	2	4	2	1	1	0	0	2	1	1	3	2
GF_669	0	1	18	0	0	0	0	0	0	0	0	0
GF_670	2	2	4	2	0	0	0	2	1	0	3	3
GF_671	2	1	3	2	1	1	2	2	0	1	2	2
GF_672	1	1	5	2	0	2	1	2	1	1	2	1
GF_673	0	0	3	0	16	0	0	0	0	0	0	0
GF_674	2	1	2	2	0	4	0	2	1	1	2	2
GF_675	0	7	4	0	0	6	1	0	0	1	0	0
GF_676	2	1	3	1	1	1	1	2	2	1	2	2
GF_677	1	1	5	1	2	1	1	1	2	1	1	2
GF_678	3	2	4	3	0	0	0	2	2	0	2	1
GF_679	1	1	3	1	5	3	0	1	1	1	1	1
GF_680	2	1	2	3	1	0	1	3	2	1	1	2
GF_681	2	1	1	2	1	1	1	2	2	1	2	3
GF_682	3	1	0	1	1	0	1	3	1	0	5	3
GF_683	5	0	0	7	0	0	0	3	0	0	1	3
GF_684	2	2	1	2	2	0	2	2	1	1	2	2
GF_685	6	0	0	2	0	0	0	2	0	0	5	4
GF_686	4	0	0	4	0	0	0	4	0	0	3	4
GF_687	3	1	1	4	0	0	0	2	1	1	3	3
GF_688	2	1	1	2	0	2	1	2	3	1	2	2
GF_689	3	0	0	5	0	0	0	4	1	0	1	5
GF_690	2	3	0	2	0	1	1	2	1	1	3	3
GF_691	2	1	1	2	1	2	1	2	1	1	2	3
GF_692	2	2	1	2	1	1	1	2	2	1	2	2
GF_693	3	1	1	3	1	1	1	1	1	1	2	3
GF_694	2	2	1	2	1	1	1	2	1	1	2	3
GF_695	2	1	1	3	0	0	1	2	1	1	3	4
GF_696	2	2	1	2	1	2	1	2	1	1	2	2
GF_697	2	1	1	2	2	0	1	2	2	1	2	3
GF_698	1	0	0	4	0	0	0	5	1	0	6	2
GF_699	1	0	0	8	0	0	0	3	2	0	1	4
GF_700	1	2	2	2	2	2	1	1	2	1	1	2
GF_701	2	1	1	2	1	1	1	2	2	1	2	3
GF_702	2	0	0	3	0	0	0	6	2	0	3	3
GF_703	2	1	1	2	1	1	1	2	3	1	2	2
GF_704	1	6	2	1	3	1	0	1	2	0	1	1
GF_705	1	7	1	1	2	1	1	1	1	1	1	1
GF_706	1	2	1	1	6	0	1	1	3	1	1	1
GF_707	1	3	2	1	2	2	2	1	1	1	2	1
GF_708	0	0	0	0	19	0	0	0	0	0	0	0
GF_709	2	1	1	2	4	2	0	2	1	0	2	2
GF_710	1	2	2	1	4	1	1	1	2	2	1	1
GF_711	2	1	1	2	2	1	1	2	1	2	2	2
GF_712	1	2	2	1	2	1	2	1	1	2	2	2
GF_713	2	2	2	2	1	1	1	1	1	2	2	2
GF_714	1	2	2	1	1	1	1	2	2	3	2	1
GF_715	1	2	2	2	1	1	2	2	1	1	2	2
GF_716	2	2	2	2	1	1	1	1	2	2	1	2
GF_717	1	2	2	1	2	2	2	1	2	2	1	1
GF_718	1	3	2	1	1	2	1	1	2	3	1	1
GF_719	1	2	2	2	1	1	1	2	1	2	2	2
GF_720	1	2	2	1	2	2	2	1	2	2	1	1
GF_721	1	2	2	1	2	1	2	2	2	2	1	1
GF_722	1	2	2	1	2	2	2	1	2	2	1	1
GF_723	2	1	2	3	1	0	1	2	2	1	2	2
GF_724	2	1	2	1	1	1	1	2	2	2	2	2
GF_725	1	2	2	1	1	2	2	2	2	2	1	1
GF_726	1	1	2	2	2	1	1	2	2	2	1	2
GF_727	0	7	3	0	0	1	0	0	4	3	0	0
GF_728	0	0	0	0	0	0	0	0	0	18	0	0
GF_729	0	4	0	0	0	2	7	0	0	5	0	0
GF_730	1	1	3	1	0	1	1	1	1	5	1	2
GF_731	0	2	7	0	2	1	0	0	0	6	0	0
GF_732	1	7	0	1	0	2	0	1	2	2	1	1
GF_733	2	1	3	2	0	0	0	2	1	3	2	2
GF_734	2	0	1	1	0	0	1	2	1	3	2	5
GF_735	2	1	2	1	2	1	1	2	2	2	1	1
GF_736	2	2	2	1	0	1	3	1	1	3	1	1
GF_737	1	4	1	2	0	0	1	1	1	4	1	2
GF_738	1	6	0	1	0	4	0	1	1	2	1	1
GF_739	0	6	2	0	6	1	0	0	0	3	0	0
GF_740	1	1	4	1	0	3	0	1	3	2	1	1
GF_741	1	3	4	1	2	1	0	1	1	2	1	1
GF_742	2	3	3	2	0	0	0	2	2	0	2	2
GF_743	0	1	1	0	10	5	0	0	0	1	0	0
GF_744	3	0	2	2	1	0	0	3	2	0	3	2
GF_745	2	1	2	2	0	1	1	2	2	1	2	2
GF_746	1	7	2	1	0	3	0	1	1	0	1	1
GF_747	2	3	2	2	0	1	1	2	0	1	2	2
GF_748	2	2	3	2	0	0	1	2	1	1	2	2
GF_749	0	1	5	1	0	0	0	6	0	1	1	3
GF_750	1	4	3	2	0	0	1	1	2	2	1	1
GF_751	2	1	2	2	1	1	1	2	1	1	2	2
GF_752	1	0	0	2	0	0	0	3	5	0	3	4
GF_753	1	2	2	1	1	2	1	2	3	1	1	1
GF_754	2	2	2	2	0	0	0	2	2	2	2	2
GF_755	5	3	2	1	0	0	0	2	0	0	4	1
GF_756	4	0	0	6	0	0	0	1	0	0	6	1
GF_757	3	2	1	1	1	2	1	1	2	2	1	1
GF_758	3	0	0	3	0	0	0	4	2	0	3	3
GF_759	3	0	0	1	0	0	0	5	0	0	2	7
GF_760	2	1	1	2	0	1	1	2	2	2	2	2
GF_761	2	1	0	2	4	1	1	2	1	0	2	2
GF_762	2	1	1	2	0	1	1	4	1	1	2	2
GF_763	2	2	1	2	1	1	1	2	1	1	2	2
GF_764	2	0	0	4	0	0	0	4	0	0	4	4
GF_765	4	0	0	3	0	0	0	3	1	0	2	5
GF_766	2	1	1	2	0	2	1	2	2	1	2	2
GF_767	2	1	1	2	1	1	1	2	2	1	2	2
GF_768	2	1	1	5	0	1	1	2	1	1	2	1
GF_769	2	1	0	2	0	5	0	2	1	0	2	3
GF_770	2	2	1	1	2	1	1	2	1	1	2	2
GF_771	3	0	0	0	0	0	0	5	2	0	1	7
GF_772	2	2	1	2	1	1	1	2	1	2	2	1
GF_773	2	0	0	2	0	0	0	4	0	0	3	7
GF_774	2	0	0	3	0	0	0	3	2	0	4	4
GF_775	1	1	1	2	5	1	1	1	1	1	1	2
GF_776	0	18	0	0	0	0	0	0	0	0	0	0
GF_777	1	5	1	1	1	3	1	1	1	1	1	1
GF_778	0	18	0	0	0	0	0	0	0	0	0	0
GF_779	1	3	1	2	0	1	1	1	2	2	2	2
GF_780	2	4	0	2	1	1	0	2	1	1	2	2
GF_781	1	5	1	1	2	2	1	1	1	1	1	1
GF_782	1	7	1	1	0	2	1	1	1	1	1	1
GF_783	2	2	2	2	1	0	1	2	1	2	1	2
GF_784	1	2	2	1	2	2	2	1	1	2	1	1
GF_785	1	2	2	1	3	1	1	1	2	2	1	1
GF_786	1	2	1	1	3	2	2	1	1	2	1	1
GF_787	1	2	2	1	2	1	2	1	1	2	1	2
GF_788	2	2	2	2	0	0	1	2	3	0	2	2
GF_789	0	18	0	0	0	0	0	0	0	0	0	0
GF_790	0	0	0	0	18	0	0	0	0	0	0	0
GF_791	0	0	0	0	18	0	0	0	0	0	0	0
GF_792	0	0	0	0	18	0	0	0	0	0	0	0
GF_793	0	0	0	0	18	0	0	0	0	0	0	0
GF_794	2	1	1	2	1	1	1	2	2	2	1	2
GF_795	1	2	2	1	2	1	2	1	2	2	1	1
GF_796	2	2	1	1	1	2	1	2	2	2	1	1
GF_797	1	2	2	2	1	1	2	1	2	2	1	1
GF_798	1	2	2	1	1	1	1	2	1	2	2	2
GF_799	1	2	1	2	1	1	1	1	3	1	2	2
GF_800	2	2	2	1	1	1	1	1	1	2	2	2
GF_801	1	1	2	2	2	1	1	2	2	1	1	2
GF_802	1	1	1	1	2	1	2	2	2	2	1	2
GF_803	2	2	2	1	1	2	1	1	1	2	1	2
GF_804	2	2	1	2	1	0	1	2	1	2	2	2
GF_805	1	2	2	1	2	2	2	1	1	2	1	1
GF_806	2	1	1	2	1	1	1	2	2	1	2	2
GF_807	2	1	2	2	1	1	1	2	1	1	2	2
GF_808	2	2	1	2	0	1	2	2	1	1	2	2
GF_809	1	2	2	1	2	2	2	1	2	1	1	1
GF_810	2	1	1	2	1	1	1	2	2	1	2	2
GF_811	1	2	2	2	1	1	2	1	2	2	1	1
GF_812	1	1	2	1	2	2	2	1	2	2	1	1
GF_813	1	2	1	2	1	1	1	2	1	2	2	2
GF_814	1	2	2	1	2	2	2	1	1	2	1	1
GF_815	0	0	3	1	0	0	0	5	0	2	2	4
GF_816	0	0	0	0	0	0	0	0	0	17	0	0
GF_817	0	2	5	0	1	2	0	0	0	7	0	0
GF_818	0	3	2	1	2	1	1	1	1	3	1	1
GF_819	1	1	3	1	2	2	1	1	1	2	1	1
GF_820	1	8	1	1	0	0	0	1	1	2	1	1
GF_821	2	1	1	2	1	0	0	1	1	5	2	1
GF_822	2	2	1	2	0	1	0	2	1	2	2	2
GF_823	1	1	5	1	1	1	1	1	2	1	1	1
GF_824	2	0	5	2	0	0	0	2	2	0	2	2
GF_825	1	3	2	1	0	1	2	1	1	3	1	1
GF_826	1	1	5	1	0	0	2	1	3	1	1	1
GF_827	2	1	2	2	0	0	0	2	2	2	2	2
GF_828	0	7	8	0	0	0	0	0	0	2	0	0
GF_829	1	0	4	1	1	1	1	1	3	2	1	1
GF_830	1	1	3	1	3	3	0	1	1	1	1	1
GF_831	1	4	3	2	1	0	0	1	1	1	1	2
GF_832	2	0	7	1	0	0	0	2	1	0	2	2
GF_833	2	1	2	0	1	0	1	2	3	1	2	2
GF_834	2	0	8	2	0	0	0	2	1	0	1	1
GF_835	0	9	8	0	0	0	0	0	0	0	0	0
GF_836	1	5	2	2	0	0	0	1	1	2	1	2
GF_837	1	4	2	1	2	1	0	1	1	2	1	1
GF_838	2	1	3	2	0	1	0	2	1	1	2	2
GF_839	1	6	3	1	0	0	0	1	2	1	1	1
GF_840	2	1	3	2	0	1	0	2	2	0	2	2
GF_841	2	3	2	1	0	0	0	2	1	2	2	2
GF_842	1	7	2	1	0	1	0	1	1	1	1	1
GF_843	1	0	0	2	0	0	0	2	9	0	1	2
GF_844	0	0	0	0	0	0	0	0	17	0	0	0
GF_845	0	3	3	1	2	2	1	0	3	2	0	0
GF_846	1	1	3	2	0	1	1	2	2	1	1	2
GF_847	2	0	0	2	1	4	0	2	1	1	2	2
GF_848	6	0	0	4	0	0	0	2	0	0	5	0
GF_849	2	4	0	1	0	0	0	2	2	0	2	4
GF_850	2	1	1	2	1	1	1	2	1	1	2	2
GF_851	2	1	1	2	0	1	0	2	3	1	2	2
GF_852	3	0	0	3	0	1	0	3	2	0	2	3
GF_853	2	3	0	3	0	0	0	3	2	0	2	2
GF_854	2	1	1	2	1	1	1	2	1	1	2	2
GF_855	3	0	0	4	0	0	0	3	0	0	3	4
GF_856	2	1	1	2	0	2	1	2	1	1	2	2
GF_857	2	1	1	2	1	1	1	2	1	1	2	2
GF_858	2	1	1	2	1	1	1	2	1	1	2	2
GF_859	4	0	0	4	0	0	0	3	0	0	3	3
GF_860	2	0	0	2	1	3	0	2	2	0	3	2
GF_861	2	2	1	2	0	1	1	2	1	1	2	2
GF_862	2	0	0	2	2	1	1	2	2	0	2	3
GF_863	2	1	1	2	1	1	1	2	1	1	2	2
GF_864	2	1	0	2	2	3	1	2	1	0	1	2
GF_865	2	1	1	3	0	0	1	2	1	1	2	3
GF_866	2	3	2	2	0	1	0	2	1	0	2	2
GF_867	2	1	1	2	2	1	0	2	1	1	1	3
GF_868	1	3	1	3	0	0	1	1	2	1	1	3
GF_869	0	0	0	3	0	0	0	5	1	0	3	5
GF_870	1	2	1	2	1	2	1	2	1	1	1	2
GF_871	1	2	1	2	0	0	1	1	3	2	2	2
GF_872	1	3	2	1	0	2	1	1	3	2	0	1
GF_873	1	5	1	2	1	0	1	1	1	1	1	2
GF_874	2	5	0	2	0	0	0	2	1	0	3	2
GF_875	0	15	0	0	0	0	0	0	0	2	0	0
GF_876	2	2	1	2	1	0	0	2	2	1	2	2
GF_877	2	2	1	2	0	2	0	2	2	0	2	2
GF_878	2	2	1	2	0	1	0	2	2	1	2	2
GF_879	0	17	0	0	0	0	0	0	0	0	0	0
GF_880	1	1	1	1	7	1	1	1	0	1	1	1
GF_881	1	1	1	1	6	1	1	1	1	1	1	1
GF_882	1	3	0	1	4	2	1	1	1	1	1	1
GF_883	1	2	2	1	4	0	1	1	1	2	1	1
GF_884	1	1	1	2	2	1	1	2	1	1	2	2
GF_885	1	1	1	2	2	1	1	2	1	1	2	2
GF_886	2	1	1	2	0	1	0	2	2	2	2	2
GF_887	1	0	1	1	0	0	0	2	0	10	1	1
GF_888	0	0	0	0	0	0	0	0	0	17	0	0
GF_889	0	17	0	0	0	0	0	0	0	0	0	0
GF_890	0	0	0	0	17	0	0	0	0	0	0	0
GF_891	0	0	0	0	17	0	0	0	0	0	0	0
GF_892	2	2	2	1	1	0	1	1	2	2	2	1
GF_893	1	1	1	2	1	1	1	2	2	1	2	2
GF_894	1	2	1	1	1	2	1	2	2	1	1	2
GF_895	2	1	1	2	1	2	1	2	2	1	1	1
GF_896	1	1	1	2	1	1	1	2	2	1	2	2
GF_897	1	2	2	1	1	1	1	1	2	3	1	1
GF_898	2	1	1	2	1	1	1	2	1	1	2	2
GF_899	2	1	1	2	0	1	1	2	2	1	2	2
GF_900	2	1	1	2	1	1	1	1	2	1	2	2
GF_901	1	2	2	1	1	2	2	1	1	2	1	1
GF_902	2	1	1	2	1	1	1	2	1	1	2	2
GF_903	1	2	2	1	1	2	1	1	3	1	1	1
GF_904	1	1	1	2	1	1	1	2	2	1	2	2
GF_905	1	1	2	1	1	1	1	2	1	2	2	2
GF_906	1	3	0	1	0	0	0	1	4	3	2	1
GF_907	1	2	1	1	1	2	1	1	1	3	1	1
GF_908	0	0	0	0	0	0	0	0	0	16	0	0
GF_909	1	1	1	1	1	1	1	2	1	3	2	1
GF_910	1	1	0	1	0	0	0	1	1	9	1	1
GF_911	1	2	3	1	1	1	1	1	1	2	1	1
GF_912	0	2	0	0	0	0	0	0	0	14	0	0
GF_913	2	4	0	2	0	0	0	2	0	2	2	2
GF_914	1	4	0	1	0	2	2	1	1	2	1	1
GF_915	1	3	1	2	0	1	1	1	1	3	1	1
GF_916	0	7	0	0	0	0	0	0	0	9	0	0
GF_917	1	1	1	2	1	1	1	1	1	3	1	2
GF_918	0	1	9	0	0	0	0	0	0	6	0	0
GF_919	1	3	1	2	0	1	1	1	1	2	1	2
GF_920	1	5	1	1	0	0	1	1	1	3	1	1
GF_921	1	2	1	2	1	1	0	1	2	2	1	2
GF_922	0	13	0	0	0	0	0	0	0	3	0	0
GF_923	0	5	6	0	0	0	0	0	0	5	0	0
GF_924	0	0	16	0	0	0	0	0	0	0	0	0
GF_925	2	1	2	2	0	0	0	2	2	0	3	2
GF_926	0	5	11	0	0	0	0	0	0	0	0	0
GF_927	1	1	7	1	0	0	0	1	1	2	1	1
GF_928	0	2	13	0	0	0	0	0	0	1	0	0
GF_929	1	2	3	1	0	1	2	1	2	1	1	1
GF_930	1	2	3	1	0	2	1	1	2	1	1	1
GF_931	1	2	3	1	1	1	1	1	1	2	1	1
GF_932	0	1	14	0	0	0	0	0	0	1	0	0
GF_933	0	1	12	0	3	0	0	0	0	0	0	0
GF_934	1	2	2	2	0	1	0	2	1	2	2	1
GF_935	0	0	16	0	0	0	0	0	0	0	0	0
GF_936	2	0	2	2	0	1	0	3	2	0	2	2
GF_937	1	1	3	1	1	1	1	2	1	1	2	1
GF_938	1	1	2	3	0	1	0	1	2	0	4	1
GF_939	0	0	0	0	0	0	0	0	16	0	0	0
GF_940	2	2	0	2	0	2	0	2	2	0	2	2
GF_941	2	0	0	2	0	1	0	2	3	2	2	2
GF_942	1	1	2	1	1	1	1	1	2	1	2	2
GF_943	2	1	1	2	1	1	1	2	1	1	2	1
GF_944	2	5	1	1	0	1	1	1	1	1	1	1
GF_945	5	0	0	2	0	0	0	3	0	0	3	3
GF_946	3	0	0	2	0	1	0	3	1	0	3	3
GF_947	2	1	1	2	1	0	0	2	2	1	2	2
GF_948	3	0	0	4	0	0	0	3	0	0	3	3
GF_949	3	0	0	3	0	0	0	3	1	0	3	3
